Description,label,Translated_Description,Cleaned_Description,Contains_Injury_Keyword,Mentions_Injury_Entity,Sentence_Length,Embedding
A broken baggage scanner caused delays in the check-in process for travelers.,0,A broken baggage scanner caused delays in the check-in process for travelers.,broken baggage scanner caused delay checkin process traveler,0,0,8,"[ 0.5645913  -0.111754    0.33941796 -0.39307225 -0.32537338  0.05134118
 -0.11599     0.11695002  0.60098326 -0.05002113 -0.09575938  0.13036038
 -0.28933376  0.3703635   0.29698     0.07840937 -0.4160087  -0.25452974
 -0.01746463 -0.5085938   0.04973088 -0.05455234 -0.01718525  0.07188836
  0.32869375 -0.88678247 -0.36150947  0.36991006  0.6738055   0.23997626
  1.5747113   0.20571089 -0.204935   -0.104605   -0.13866976  0.21287471
  0.33991662 -0.03572074  0.201143    0.12284049  0.079225    0.11207747
 -0.12816262  0.5885038  -0.18634126 -0.04841275  0.34245527  0.2808019
  0.24723713 -0.04348979]"
A technician suffered hand injuries from sharp edges on damaged aircraft parts.,1,A technician suffered hand injuries from sharp edges on damaged aircraft parts.,technician suffered hand injury sharp edge damaged aircraft part,1,0,9,"[ 0.3885609  -0.24986847  0.22627446 -0.06682292 -0.09984834  0.5003418
 -0.31257325  0.32846752  0.2331341  -0.32652915  0.3470811  -0.2047131
 -0.6385469   0.03997178 -0.20951778  0.120843   -0.36672223 -0.06349555
 -0.6783386  -0.32932073 -0.31773221  0.2599911  -0.37862888 -0.5328823
  0.077967   -1.31634    -0.11796546  0.2763361   0.48335668  0.11471666
  2.7073555   0.00735655  0.45617777 -0.15849587  0.16777322  0.5105346
  0.33419222  0.20357455  0.25128892 -0.09904133 -0.06620888  0.18143554
  0.08966833 -0.06497223  0.22334555  0.02387377  0.04998891 -0.07562666
 -0.086183   -0.18383189]"
 A cargo loader sustained a concussion when a heavy crate tipped over onto their head.,1, A cargo loader sustained a concussion when a heavy crate tipped over onto their head.,cargo loader sustained concussion heavy crate tipped onto head,0,0,9,"[ 0.08862422 -0.28194478  0.44717577 -0.31199032  0.14635466  0.24351522
 -0.27471998  0.01651667  0.6329644  -0.43691885  0.3181229   0.00982805
 -0.4428369   0.4502422  -0.24533023  0.01181778 -0.23464444  0.15058555
 -0.6898806  -0.68617225 -0.04313779 -0.10208977 -0.01574944 -0.43712774
 -0.06878333 -0.9637379   0.29056922  0.72441846  0.44110775  0.10223229
  1.7883066   0.13270922  0.16512078  0.3519229   0.10192689  0.5678182
  0.2423239   0.07491166  0.34202752  0.11622012  0.08950333  0.20394178
 -0.20592333 -0.08808179  0.3239573  -0.24757999  0.25498232 -0.12045968
  0.05989345 -0.47068775]"
" A worker slipped on grease while servicing a jet engine, breaking their arm.",1," A worker slipped on grease while servicing a jet engine, breaking their arm.",worker slipped grease servicing jet engine breaking arm,0,0,8,"[ 0.23820837 -0.24901596  0.55307937 -0.298643   -0.09806638  0.48634338
 -0.39148054 -0.14802998  0.39886457 -0.08401188  0.31873876  0.08930501
 -0.43893862  0.5459542  -0.29128262 -0.09795032 -0.44967157  0.59468627
 -0.5032312  -0.6172675   0.26100588  0.20627624 -0.33438224 -0.34621924
  0.02466125 -0.93613183  0.19732     0.36482626  0.4516275   0.20803753
  2.1251988   0.13855001  0.13326949  0.62454     0.10237125  0.11656501
  0.06566875  0.08805612  0.49697    -0.0954755   0.08792088 -0.10201237
  0.20456114  0.0197795  -0.04907751 -0.09871974  0.16210075 -0.03678963
  0.05865876 -0.07655075]"
"Een cateringwagen raakte een vleugel, wat inspectie vereiste.",0,"A catering truck hit a wing, requiring inspection.",catering truck hit wing requiring inspection,0,0,6,"[ 0.078451   -0.34630314  0.34312168 -0.20046884 -0.01706666  0.11917499
 -0.6763325  -0.140007    0.6859083  -0.4130107   0.15021767 -0.34661844
 -0.32911167  0.6565884  -0.19419815 -0.24645668 -0.23472834  0.27093998
 -0.26542166 -0.5785533   0.34751996 -0.00956616 -0.3797177   0.07412171
 -0.34179935 -0.9886717   0.11939833  0.21262331  0.5761192   0.04936801
  2.3545501   0.26275167 -0.09762502  0.1789984   0.334375    0.3757907
  0.49439     0.03784083 -0.05555466  0.495355   -0.27652165  0.04744056
  0.21031268 -0.09826268  0.05842267 -0.170582   -0.27576467  0.15319832
  0.2737733   0.147921  ]"
Een reiziger viel flauw door uitdroging na lang wachten in de rij bij de beveiliging.,1,A traveler fainted from dehydration after waiting in a long line at security.,traveler fainted dehydration waiting long line security,0,0,7,"[ 0.42485532  0.2559883   0.2642857  -0.6156023   0.00911972 -0.14612517
 -0.32372287  0.35882282  0.19715428 -0.367805   -0.04300729 -0.18045686
 -0.20132157  0.11818644  0.23364     0.13223828 -0.35482004 -0.08617215
 -0.094985   -0.31100082 -0.05985535  0.4412761   0.07659543  0.13810284
  0.37814716 -1.1687635   0.14036857  0.321205    0.4520721   0.3198294
  2.0803056   0.454243   -0.057046   -0.05790185 -0.01339872  0.12910071
  0.15335013  0.01587343  0.1358      0.19114573 -0.02217859  0.1860852
  0.09423436  0.36241144  0.16472356 -0.35215133  0.02872543 -0.0939943
  0.08858772 -0.11511058]"
"A gate agent mistakenly scanned a boarding pass twice, leading to confusion at the gate.",0,"A gate agent mistakenly scanned a boarding pass twice, leading to confusion at the gate.",gate agent mistakenly scanned boarding pas twice leading confusion gate,0,0,10,"[ 2.3580098e-01  3.2011706e-02  2.6402259e-01 -2.0380919e-01
  1.8444300e-01 -1.5926200e-01 -3.2328981e-01  1.5414211e-01
  6.5527097e-03 -1.5045631e-01  1.6700348e-01 -8.2142606e-02
 -3.5228401e-01  1.9622470e-01  6.9138976e-03  5.7163704e-02
 -2.1109454e-01 -6.3558504e-02 -4.2507809e-01 -1.0455839e-01
  8.7360203e-02  2.1901428e-04  5.7091020e-02  3.0918384e-01
 -5.4884501e-02 -1.1219881e+00 -1.3288298e-01  2.0639260e-01
 -6.6282065e-03 -3.3204570e-01  1.6059570e+00 -1.0615794e-02
 -3.7532810e-02 -2.4514654e-01  6.3940004e-02  9.3822405e-02
  4.3669900e-01  3.7268903e-02 -6.0037993e-02  3.2959685e-01
  2.3654589e-01  1.3518801e-01 -1.1939230e-01  3.4221739e-01
 -1.1802343e-01 -3.0475926e-01 -7.1942106e-02 -1.6014712e-01
  3.0046719e-01 -3.8344067e-01]"
" A passenger’s hair was caught in an escalator at the terminal, leading to minor scalp injuries.",1," A passenger’s hair was caught in an escalator at the terminal, leading to minor scalp injuries.",passenger ’ hair caught escalator terminal leading minor scalp injury,1,0,10,"[ 0.17159909  0.32123166 -0.032618   -0.13487928 -0.0385651   0.557131
 -0.28863373  0.20573612  0.41666612 -0.0058921   0.3553393   0.1750795
 -0.43496472  0.2698236   0.10195772  0.01117    -0.257047   -0.0871044
 -0.5452689  -0.26538816 -0.2060059  -0.0054377  -0.16382304  0.08949669
  0.002369   -0.96538794  0.07448701  0.32124     0.326861   -0.0876912
  2.0507326   0.2554334   0.4817203   0.08298019  0.3210596   0.4064122
  0.5181484   0.0284768   0.27470002  0.18315402 -0.20593858  0.15254587
 -0.1259387   0.414225    0.0669427  -0.29572016  0.10528281 -0.26618102
  0.32271224 -0.35950598]"
A flight was delayed for 3 hours due to mechanical issues discovered during pre-flight checks.,0,A flight was delayed for 3 hours due to mechanical issues discovered during pre-flight checks.,flight delayed hour due mechanical issue discovered preflight check,0,0,9,"[ 0.5295452   0.06017999  0.00584912 -0.07634278 -0.32078707  0.12254444
 -0.35084513  0.2150567   0.5449711  -0.36201933  0.11269791 -0.00499822
 -0.09316111  0.25242168  0.60934776  0.11033889 -0.78678674 -0.10536112
 -0.52929556 -0.44840166  0.57022333  0.12188455  0.10935167 -0.28103122
  0.36056045 -1.0760278  -0.13681544  0.14264879  0.3827437   0.31562445
  2.3495235   0.08780378 -0.33357933 -0.33311412  0.23310821  0.19735955
  0.52247006  0.12695077  0.02917889  0.25583234 -0.21253565  0.03613466
  0.1601689   0.37437746 -0.22799924 -0.23035915  0.3925421   0.4926578
 -0.02098267 -0.05631356]"
Een fout in de planning gaf twee vluchten dezelfde gate.,0,A scheduling error gave two flights the same gate.,scheduling error gave two flight gate,0,0,6,"[ 5.49378097e-01  1.24855019e-01  1.08893536e-01  3.06695849e-01
  1.82083324e-01  1.40313432e-01 -3.62636477e-01  3.78843337e-01
  5.50183356e-02 -3.42255980e-01 -5.24266660e-02 -1.26947165e-01
 -6.06238365e-01  3.02374989e-01  2.93401629e-01 -3.07113528e-01
 -5.03375709e-01 -3.70607704e-01 -7.87309945e-01 -4.50293332e-01
  1.01006828e-01 -1.37200011e-02 -1.98404983e-01 -2.15396774e-03
  2.65909791e-01 -1.07461369e+00 -5.48850233e-03 -4.72836196e-02
  2.06491008e-01 -2.53680021e-01  2.49786639e+00  2.86783308e-01
 -4.98013347e-02 -1.81015015e-01  3.30465496e-01  7.68461823e-02
  6.44673347e-01  1.18602157e-01 -1.50173500e-01  3.80674988e-01
 -2.02363264e-02  7.72137567e-02 -9.05816630e-02  4.10096675e-01
 -4.61627722e-01 -1.74138010e-01  2.80253321e-01  3.57849985e-01
  1.91615343e-01 -1.53911514e-02]"
 A flight attendant hit their head on a low compartment during in-flight service preparations.,1, A flight attendant hit their head on a low compartment during in-flight service preparations.,flight attendant hit head low compartment inflight service preparation,0,0,9,"[ 0.46402338  0.22815755  0.14537877 -0.13289157  0.02841311 -0.07719833
 -0.3238461   0.22912566  0.6979489  -0.43928     0.24915001  0.07508321
 -0.29298443  0.61381423  0.08501123 -0.20945999 -0.7594502   0.37813556
 -0.57669574 -0.30002466  0.15948333  0.23896435 -0.26458535  0.00473102
 -0.02040788 -1.050179    0.09626244  0.28494334  0.5357611   0.473185
  2.2244782   0.47495556  0.1625339   0.11487513  0.10177222  0.42006668
  0.37411022  0.00395367  0.22613996  0.19993466  0.05823255  0.07293513
  0.09321512  0.28651    -0.17839967 -0.12102111  0.09996888  0.09330779
  0.08930388  0.23305668]"
A pilot developed dehydration symptoms after hours in a poorly ventilated cockpit.,1,A pilot developed dehydration symptoms after hours in a poorly ventilated cockpit.,pilot developed dehydration symptom hour poorly ventilated cockpit,0,0,8,"[ 7.0014995e-01 -2.9735738e-01  1.5468888e-01 -4.7037002e-01
 -5.8983362e-01  2.7496877e-01  5.3487491e-02  1.2522888e-01
  3.2998085e-01 -1.0941241e-02  4.4158879e-01 -2.3383175e-01
 -1.6656199e-01  5.5598611e-01 -3.4991637e-02  1.5895432e-01
 -5.3401500e-01  2.8887752e-01 -2.0965248e-01 -6.1078364e-01
 -4.5222750e-01  3.9759287e-01  2.2920376e-01  1.8976215e-01
  3.2364747e-01 -4.4781679e-01 -6.8611249e-02  4.6629125e-01
  2.9897758e-01  5.8071381e-01  1.9594376e+00 -1.2564750e-01
  2.0973913e-01 -3.5282123e-01  2.9463312e-01  3.4048700e-01
  7.8174376e-01  3.1537375e-01  1.6878374e-01  2.1405424e-01
  4.3386966e-04 -2.1619461e-02  9.3167245e-02  4.5944199e-01
  1.7595822e-01  1.3889495e-02  1.8019088e-01 -1.1795562e-01
 -6.6859998e-02  2.4201976e-01]"
 A security officer was accidentally struck by a traveler’s luggage during a crowded screening process.,1, A security officer was accidentally struck by a traveler’s luggage during a crowded screening process.,security officer accidentally struck traveler ’ luggage crowded screening process,1,0,10,"[ 5.2730125e-01 -1.0265319e-01  2.9029927e-01 -2.8259069e-01
  3.3551428e-01 -1.3426003e-01 -4.1164297e-01  2.9929951e-03
  5.7057828e-01 -5.0079000e-01  2.0539099e-02 -4.1675009e-02
 -2.7557251e-01  4.9388400e-01  1.8195713e-01 -6.4795293e-02
 -3.3991700e-01 -1.2353400e-02 -1.9591329e-01 -2.7779129e-01
  3.0222350e-01  3.4361580e-01 -7.7518813e-02  1.6156924e-01
  8.6193107e-02 -1.1685731e+00 -6.7931779e-02  8.9111507e-02
  3.4593698e-01 -5.2802861e-03  2.0517991e+00  1.2608200e-01
 -2.2803780e-01 -3.7866402e-01  9.9671498e-02  4.5457759e-01
  3.8577336e-01 -7.1389676e-04  5.7522953e-03  2.8946051e-01
  3.5503995e-02  2.4228100e-01  2.2037442e-01  1.5277399e-01
  1.1402949e-01 -2.7577752e-01 -5.1548006e-03 -2.8321326e-03
  3.6738870e-01  9.5984682e-02]"
Onbalans in bagage vereiste herverdeling van vracht voor vertrek.,0,Baggage imbalance required cargo redistribution before departure.,baggage imbalance required cargo redistribution departure,0,0,6,"[ 0.36426833 -0.06201601  0.18733667 -0.15237017 -0.047432    0.29915655
 -0.01286    -0.17768998  0.7552118  -0.51524     0.23732185  0.18743332
  0.01949049  0.04049684  0.37962285  0.20792149 -0.42133334 -0.13775401
  0.01528166 -0.53355     0.52806515 -0.41711465 -0.18051548 -0.24315715
 -0.19004667 -0.676745    0.06597132  0.18264668  0.83096164  0.6345567
  1.8236383   0.38537338 -0.22064    -0.28238833 -0.06355499  0.42250383
  0.330405   -0.06204817 -0.20731048  0.311698   -0.02957586 -0.09781633
  0.29038334  0.44032797 -0.81445664 -0.3212342  -0.12838666  0.47385466
  0.424745   -0.20815833]"
A passenger accidentally activated the emergency exit slide during boarding.,0,A passenger accidentally activated the emergency exit slide during boarding.,passenger accidentally activated emergency exit slide boarding,1,0,7,"[ 0.49491286 -0.1939543   0.6529771  -0.46208027 -0.24298716  0.09261133
 -0.49066052  0.26565716  0.48195982 -0.45999432  0.22432284 -0.02814529
 -0.0205943   0.60276425 -0.12567095  0.09262957 -0.778716   -0.07560999
 -0.4305863  -0.28976318  0.32921717  0.01734386 -0.22435287  0.1668452
  0.20192814 -0.9883758   0.56747663  0.31409588  0.41171715  0.00874472
  1.9983088   0.15597044 -0.12930557 -0.1331457   0.310837    0.32096002
  0.82278144 -0.36302558  0.03671914  0.11557142 -0.12098939  0.00228001
  0.08473428 -0.02292815 -0.12589557 -0.10761701  0.28147987 -0.13655001
  0.45301566 -0.01967999]"
 A worker sustained a head injury while inspecting a plane’s wing during routine maintenance.,1, A worker sustained a head injury while inspecting a plane’s wing during routine maintenance.,worker sustained head injury inspecting plane ’ wing routine maintenance,1,0,10,"[ 0.394237   -0.02672183 -0.0184312  -0.2777204   0.0975461   0.1271952
 -0.24509902  0.23017359  0.58712196 -0.54178846  0.3671378  -0.06707979
 -0.51431763  0.3757253  -0.09970088 -0.22183415 -0.3398202   0.0858206
 -0.33880287 -0.258193   -0.2792923   0.27785298 -0.2729506  -0.33735496
  0.01327399 -1.1146691   0.05788611  0.153958    0.26849097  0.17946549
  2.404588    0.19283547  0.01003471 -0.13336082  0.078795    0.5132016
  0.612325    0.101747    0.33560497  0.37851    -0.2635392   0.04548369
  0.06770089  0.09034549  0.16185632 -0.3899942  -0.0509558   0.08981259
  0.12289031  0.185675  ]"
"Een passagier kreeg een hand bekneld in een sluitende toilettendeur, wat kleine fracturen veroorzaakte.",1,"A passenger had his hand caught in a closing toilet door, causing minor fractures.",passenger hand caught closing toilet door causing minor fracture,1,0,9,"[ 0.25689432 -0.01133888  0.27346554 -0.17848109  0.02858446  0.46669218
 -0.10026658  0.30081978  0.28859088 -0.31870836 -0.01458111 -0.12700923
 -0.48359776  0.35899854  0.18911815  0.18326646 -0.45318672 -0.06113989
 -0.39765725 -0.53506917  0.0898833   0.13562486 -0.02115334 -0.018987
  0.09062233 -1.155206    0.07649667  0.53019446  0.6557222  -0.019637
  2.3991334   0.11653866  0.2572389   0.07420112  0.11555644  0.48037326
  0.5580604  -0.08350719  0.314822    0.20648547 -0.22907035  0.11405294
 -0.03808544  0.46786445  0.2184599  -0.09041556  0.13011476 -0.28744146
  0.25888956 -0.4256312 ]"
A minor collision between two luggage carts on the ramp caused slight delays.,0,A minor collision between two luggage carts on the ramp caused slight delays.,minor collision two luggage cart ramp caused slight delay,0,0,9,"[ 5.5606234e-01  9.6625105e-02  3.2501000e-01  1.0044478e-01
 -3.2286173e-01  6.3518888e-01 -2.3368369e-01  4.5058313e-01
  3.6091912e-01 -3.7286100e-01  1.6811093e-03 -1.7954022e-01
 -5.4953462e-01  2.5811601e-01  3.7204891e-01 -6.9906674e-02
 -4.8685715e-01 -1.2791668e-01 -5.8445001e-01 -8.4844697e-01
 -1.2539108e-02 -3.9814404e-01 -2.3749444e-01 -5.4130662e-02
  2.3262556e-01 -1.0765599e+00  2.5461121e-02  4.4324780e-01
  6.5420222e-01  1.3450132e-01  2.1561401e+00  3.2349780e-01
  9.4088316e-02  1.3547336e-02  3.2026213e-01  2.3734778e-01
  4.9862999e-01 -6.0364101e-02  7.9575330e-02  3.5334221e-01
 -3.6450344e-01  1.7675968e-01 -8.6542219e-02  2.8149879e-01
  1.5677728e-02 -2.4954735e-01  2.1050411e-01  1.6725056e-01
  3.7852845e-01 -2.7299079e-01]"
Een oudere passagier viel van de vliegtuigtrap en brak zijn heup tijdens het uitstappen.,1,An elderly passenger fell from the airplane steps and broke his hip while disembarking.,elderly passenger fell airplane step broke hip disembarking,0,0,8,"[ 0.3673875  -0.16198888  0.32174125 -0.51243365  0.04107125  0.3371569
 -0.5437862   0.24316125  0.13316868 -0.02848426  0.343061   -0.3339584
 -0.36429003  0.4088083   0.06725429 -0.03641375 -0.773335    0.03125
 -0.33940876 -0.39681083  0.20745873  0.472359   -0.4086591   0.0237125
  0.08049587 -1.0779525   0.0818695   0.16856208  0.49258378  0.15733463
  2.0818887   0.39605406  0.11162186  0.33747798  0.23782876 -0.11411998
  0.2742425  -0.11931862  0.03664877  0.19370094 -0.33173078 -0.00410738
  0.28550652 -0.07003599  0.12364963 -0.2285308  -0.08027412 -0.39185536
  0.07737688 -0.26551372]"
 A passenger experienced burns from spilled soup during meal service on an international flight.,1, A passenger experienced burns from spilled soup during meal service on an international flight.,passenger experienced burn spilled soup meal service international flight,0,0,9,"[ 0.43253666  0.1057061  -0.09985688 -0.3209656   0.07988545 -0.177145
 -0.5766022   0.1199149   0.5942133  -0.12152468  0.25768933  0.11732565
  0.14418466  0.2723569   0.35951972 -0.13786444 -0.41408777  0.32440478
 -0.6168028  -0.4675256   0.47867653  0.04042967  0.01006889  0.20143658
  0.08454977 -1.0056713   0.04118033  0.12963769  0.5737634   0.35225555
  2.3182447   0.50670177 -0.05301501  0.19204222  0.0275211   0.26022112
  0.07979556  0.06070811  0.25890774  0.3935938   0.11147311  0.13477178
  0.18441178  0.12612566  0.1947998   0.22251455 -0.09108969  0.08992112
  0.04844921 -0.04143889]"
